DATETIME,LEVEL_T1,LEVEL_T2,LEVEL_T3,LEVEL_T4,LEVEL_T5,LEVEL_T6,LEVEL_T7,FLOW_PU1,STATUS_PU1,FLOW_PU2,STATUS_PU2,FLOW_PU3,STATUS_PU3,FLOW_PU4,STATUS_PU4,FLOW_PU5,STATUS_PU5,FLOW_PU6,STATUS_PU6,FLOW_PU7,STATUS_PU7,FLOW_PU8,STATUS_PU8,FLOW_PU9,STATUS_PU9,FLOW_PU10,STATUS_PU10,FLOW_PU11,STATUS_PU11,FLOW_V2,STATUS_V2,PRESSURE_J280,PRESSURE_J269,PRESSURE_J300,PRESSURE_J256,PRESSURE_J289,PRESSURE_J415,PRESSURE_J302,PRESSURE_J306,PRESSURE_J307,PRESSURE_J317,PRESSURE_J14,PRESSURE_J422,ATT_FLAG
13/03/17 22,1.36,2.45,3.16,3.72,3.01,5.5,2.77,121.83,1,0,0,0,0,35.26,1,0,0,0,0,49.6,1,34.1,1,0,0,30.32,1,0,0,61.64,1,2.99,20.68,26.42,88.06,26.49,84.61,17.37,80.86,17.26,66.21,29.26,28.36,False
13/03/17 23,0.92,2.2,3.62,3.64,3.33,5.49,2.36,98.96,1,98.98,1,0,0,35.54,1,0,0,0,0,49.94,1,34.58,1,0,0,30.79,1,0,0,81.68,1,2.97,33.53,26.58,87.75,26.65,84.1,18.98,81.68,18.86,66.28,29.54,28.64,False
14/03/17 00,0.79,2.16,4.06,3.36,3.66,5.5,2.08,98.59,1,98.61,1,0,0,35.78,1,0,0,0,0,49.27,1,34.69,1,0,0,30.03,1,0,0,83.06,1,2.97,33.72,26.55,87.3,26.62,85.39,19.26,81.77,19.16,69.07,29.52,28.62,False
14/03/17 01,0.7,2.14,4.48,3.59,3.95,5.5,2.44,98.36,1,98.37,1,0,0,32.87,1,0,0,0,0,48.74,1,33.95,1,0,0,29.15,1,0,0,83.86,1,2.97,33.85,26.59,92.22,26.65,86.4,19.73,83.48,19.62,72.31,29.51,28.61,False
14/03/17 02,0.74,2.18,5.04,3.99,3.65,5.5,3.41,97.71,1,97.73,1,0,0,33.18,1,0,0,0,0,48.22,1,0,0,0,0,30.54,1,0,0,86.87,1,2.97,34.2,26.66,91.78,26.71,87.44,26.11,63.59,26,74.24,29.59,28.69,False
14/03/17 03,0.86,2.39,5.16,4.52,3.05,5.5,4.32,95.86,1,95.88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.18,1,0,0,68.84,1,2.98,35.19,30.64,76.04,30.64,69.23,27.02,63.82,26.92,76.33,32.93,32.03,False
14/03/17 04,1.16,3.13,4.93,3.69,2.62,5.35,4.1,94.67,1,94.69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.44,1,2.98,35.83,31.53,76.33,31.53,67.49,30.33,63.34,30.33,61.23,33.82,32.92,False
14/03/17 05,1.5,3.78,4.74,3.13,2.17,5.15,3.38,95.34,1,95.36,1,0,0,0,0,0,0,0,0,49.62,1,0,0,0,0,0,0,0,0,82.8,1,2.98,35.47,29.44,74.56,29.4,87.47,30.14,62.86,30.14,60.22,31.98,31.08,False
14/03/17 06,1.79,4.13,4.46,3.68,1.72,4.9,2.53,94.68,1,94.7,1,0,0,0,0,0,0,0,0,49.5,1,0,0,0,0,0,0,0,0,83.53,1,2.98,35.83,29.83,74.66,29.79,88.09,30.55,61.79,30.55,57.13,32.38,31.48,False
14/03/17 07,1.91,4.44,4.19,4.24,1.85,5,2.47,96.26,1,96.28,1,0,0,0,0,0,0,0,0,49.84,1,34.92,1,0,0,30.72,1,0,0,74.06,1,2.98,34.98,29.72,73.12,29.68,87.34,20.55,82.66,20.44,68.1,32.22,31.32,False
14/03/17 08,1.94,4.79,3.86,4.13,2.43,5.24,2.83,96.16,1,96.18,1,0,0,0,0,0,0,0,0,0,0,35.41,1,0,0,30.73,1,0,0,55.81,1,2.98,35.03,32,71.12,32,56.2,20.39,81.66,20.28,67.88,34.22,33.32,False
14/03/17 09,1.97,5.27,3.47,2.47,2.79,5.44,3.03,97.71,1,97.73,1,0,0,0,0,0,0,0,0,51.46,1,34.99,1,0,0,30.76,1,0,0,63.87,1,2.97,34.2,30.21,72.26,30.17,84.6,19.9,81.89,19.79,67.32,32.66,31.76,False
14/03/17 10,1.86,5.4,3.14,2.47,3.17,5.5,3.07,96.52,1,96.54,1,0,0,0,0,0,0,0,0,51.05,1,35.28,1,0,0,29.52,1,0,0,66.87,1,2.98,34.84,30.42,71.4,30.38,85.64,20.6,82.08,20.5,72.03,32.88,31.98,False
14/03/17 11,1.85,5.35,3.32,2.72,3.5,5.5,3.79,97,1,97.02,1,0,0,36.8,1,0,0,0,0,50.77,1,34.44,1,0,0,29.85,1,0,0,69.52,1,2.98,34.58,29.44,88.35,29.51,85.33,20.55,83.48,20.45,70.94,32.36,31.46,False
14/03/17 12,1.81,5.17,3.78,2.9,4.03,5.5,4.2,96.91,1,96.93,1,0,0,35.89,1,0,0,0,0,50.56,1,0,0,0,0,32.14,1,0,0,71.6,1,2.98,34.63,29.35,89.91,29.42,85.66,26.78,63.25,26.66,69.47,32.27,31.37,False
14/03/17 13,1.89,5.01,4.28,3.13,3.31,5.5,4.03,96.67,1,96.69,1,0,0,33.78,1,0,0,0,0,51.1,1,0,0,0,0,31.48,1,0,0,73.57,1,2.98,34.76,29.31,93.46,29.36,84.51,27.02,61.1,26.9,71.97,32.21,31.31,False
14/03/17 14,1.99,4.9,4.87,2.98,2.4,5.5,4.44,97.07,1,97.09,1,0,0,36.32,1,0,0,0,0,50.66,1,0,0,0,0,31.03,1,0,0,73.44,1,2.97,34.55,29.11,88.9,29.18,85.23,26.99,61.54,26.88,73.48,32.05,31.15,False
14/03/17 15,2.07,4.78,5.29,3.1,1.68,5.41,4.48,96.17,1,96.19,1,0,0,0,0,0,0,0,0,50.56,1,0,0,0,0,0,0,0,0,75.11,1,2.98,35.03,30.07,74.58,30.03,86.27,30.17,60.82,30.17,57.73,32.57,31.67,False
14/03/17 16,2.17,5.01,4.98,3.4,1.86,5.03,2.72,96.55,1,96.57,1,0,0,0,0,0,0,0,0,50.46,1,37.46,1,0,0,0,0,0,0,70.94,1,2.98,34.83,30.16,72.42,30.12,86.55,26.37,83.88,26.37,55.29,32.64,31.74,False
14/03/17 17,2.12,5.2,4.59,3.71,2.28,5.12,2.53,96.87,1,96.89,1,0,0,0,0,0,0,0,0,50.72,1,34.88,1,0,0,30.61,1,0,0,67.78,1,2.98,34.65,30.26,72.28,30.22,86.15,20.45,82.63,20.34,68.35,32.73,31.83,False
14/03/17 18,2.06,5.38,4.22,3.86,2.81,5.37,2.94,96.65,1,96.67,1,0,0,0,0,0,0,0,0,50.51,1,34.99,1,0,0,30.53,1,0,0,67.08,1,2.98,34.77,30.42,72.09,30.38,86.72,20.49,82.49,20.38,68.66,32.89,31.99,False
14/03/17 19,2.11,5.34,3.84,4.11,3.26,5.5,3.47,93.92,1,93.94,1,0,0,0,0,0,0,0,0,49.86,1,35.52,1,0,0,31.32,1,0,0,0,0,2.98,36.23,28.36,69.51,28.32,85.93,21.04,82.1,20.92,66.54,39.07,29.74,False
14/03/17 20,2.33,4.81,3.39,4.22,3.56,5.45,2.83,93.85,1,93.87,1,0,0,0,0,0,0,0,0,50.02,1,35.44,1,0,0,31.37,1,0,0,0,0,2.98,36.27,27.82,70.6,27.78,85.08,21.18,82.4,21.06,66.53,39.17,29.2,False
14/03/17 21,2.53,4.28,3,4.07,3.87,5.47,2.43,94.9,1,94.92,1,0,0,35.64,1,0,0,0,0,48.56,1,35.45,1,0,0,31.36,1,0,0,0,0,2.98,35.71,23.96,84.97,24.03,84.12,20.76,81.95,20.64,66.15,38.65,25.74,False
14/03/17 22,2.69,3.39,3.36,3.89,3.78,5.44,1.94,92.72,1,92.74,1,0,0,34.71,1,0,0,0,0,48.42,1,0,0,0,0,33.25,1,0,0,0,0,2.98,36.86,23.19,85.78,23.26,83.61,28.88,62.27,28.75,67.5,40.24,24.96,False
14/03/17 23,3.01,2.51,3.75,3.61,2.97,5.5,2.01,91.97,1,91.99,1,0,0,34.08,1,0,0,0,0,47.89,1,0,0,0,0,32.6,1,0,0,0,0,2.98,37.26,22.45,86.1,22.51,83.82,29.48,60.84,29.35,70.48,40.78,24.2,False
15/03/17 00,3.35,1.65,4.14,3.58,2.07,5.5,2.41,90.52,1,90.54,1,0,0,33.17,1,0,0,0,0,47.69,1,0,0,0,0,32.12,1,0,0,0,0,2.98,38.03,21.71,86.85,21.77,83.46,30.4,61.55,30.28,73.12,41.73,23.45,False
15/03/17 01,3.71,0.79,4.55,3.48,1.58,5.5,3.15,91.5,1,91.51,1,0,0,32.12,1,0,0,0,0,46.54,1,36.02,1,0,0,30.09,1,0,0,0,0,2.98,37.51,21.1,87.9,21.16,84.89,23.11,83.3,23.01,72.71,40.9,22.81,False
15/03/17 02,3.72,0.51,5,3.87,2.14,5.5,3.9,95.43,1,95.45,1,0,0,33.34,1,0,0,0,0,47.9,1,35.57,1,0,0,29.25,1,0,0,108.81,1,2.98,35.42,25.56,90.43,25.62,86.92,22.11,83.1,22.01,74.38,28.65,27.75,False
15/03/17 03,3.57,0.9,5.17,4.38,2.68,5.5,4.86,94.62,1,94.64,1,0,0,0,0,0,0,0,0,47.76,1,36.79,1,0,0,0,0,0,0,100.48,1,2.98,35.86,27.72,76.15,27.68,89.24,28.01,86.75,28.01,60.69,30.37,29.47,False
15/03/17 04,3.68,1.72,4.95,3.77,3.41,5.24,3.67,93.83,1,93.85,1,0,0,0,0,0,0,0,0,0,0,36.71,1,0,0,0,0,0,0,80.81,1,2.98,36.28,31.11,76.48,31.11,69.22,28.38,87.26,28.38,59.79,33.46,32.56,False
15/03/17 05,3.83,2.58,4.77,3.06,3.92,4.96,2.58,92.62,1,92.64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.58,1,2.98,36.92,32.04,75.92,32.04,67.01,32.44,65.2,32.44,59.26,34.39,33.49,False
15/03/17 06,3.93,3.08,4.56,3.66,3.62,5.3,3.44,94.31,1,94.33,1,0,0,0,0,0,0,0,0,49.82,1,0,0,0,0,32.49,1,0,0,92.18,1,2.98,36.02,29.22,72.62,29.18,86.88,28.9,64.38,28.78,70.32,31.83,30.93,False
15/03/17 07,4,3.52,4.19,4.03,3.18,5.5,4.06,93.66,1,93.67,1,0,0,0,0,0,0,0,0,48.97,1,0,0,0,0,30.44,1,0,0,91.71,1,2.98,36.37,29.69,72.99,29.65,88.98,29.47,63.33,29.36,77.94,32.29,31.39,False
15/03/17 08,4.16,4.07,3.86,4.29,2.62,5.43,4.61,92.69,1,92.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.15,1,2.98,36.89,32.9,73.74,32.9,65.99,32.63,60.32,32.63,55.38,35.22,34.32,False
15/03/17 09,4.42,4.86,3.58,3.05,1.7,4.99,2.5,94.78,1,94.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.14,1,0,0,65.22,1,2.98,35.77,32.81,70.21,32.81,57.55,28.94,59.39,28.81,67.97,35.07,34.17,False
15/03/17 10,4.26,5.22,3.16,2.51,1.7,5.14,2.46,94.51,1,94.53,1,0,0,0,0,0,0,0,0,51.32,1,36.47,1,0,0,31.41,1,0,0,80.56,1,2.98,35.92,30.69,69.34,30.65,85.37,21.99,81.38,21.87,67.2,33.23,32.33,False
15/03/17 11,4.15,5.35,3.18,2.68,2.01,5.29,2.47,95,1,95.01,1,0,0,36.88,1,0,0,0,0,50.53,1,35.98,1,0,0,31.39,1,0,0,82.56,1,2.98,35.66,29.69,88.46,29.76,86.06,21.83,82.1,21.71,67.09,32.69,31.79,False
15/03/17 12,4.01,5.3,3.65,3.01,2.41,5.43,2.42,95.52,1,95.54,1,0,0,36.04,1,0,0,0,0,50.36,1,34.89,1,0,0,31.51,1,0,0,80.54,1,2.98,35.38,29.64,89.93,29.71,86.36,21.74,83.92,21.63,66.61,32.61,31.71,False
15/03/17 13,3.86,5.24,4.15,3.36,3.06,5.49,2.16,95.2,1,95.21,1,0,0,34.93,1,0,0,0,0,50.42,1,35.34,1,0,0,31.47,1,0,0,81.8,1,2.98,35.55,29.62,91.85,29.68,86.21,21.75,83.13,21.63,66.73,32.58,31.68,False
15/03/17 14,3.74,5.2,4.7,3.62,3.52,5.5,2.1,95.57,1,95.59,1,0,0,36.27,1,0,0,0,0,50.33,1,35.51,1,0,0,31.12,1,0,0,80.42,1,2.98,35.35,29.53,89.41,29.61,86.3,21.55,82.65,21.44,67.76,32.51,31.61,False
15/03/17 15,3.6,5.13,5.15,3.86,3.85,5.5,2.12,95.38,1,95.4,1,0,0,35.73,1,0,0,0,0,50.13,1,35.05,1,0,0,30.65,1,0,0,81.28,1,2.98,35.45,29.5,90.33,29.57,86.65,21.83,83.73,21.72,69.59,32.46,31.56,False
15/03/17 16,3.58,5.32,5.03,4.14,3.75,5.5,2.58,95.3,1,95.32,1,0,0,0,0,0,0,0,0,50.21,1,0,0,0,0,31.61,1,0,0,76.53,1,2.98,35.49,30.68,72.41,30.64,87.58,28.48,63.04,28.36,72.99,33.19,32.29,False
15/03/17 17,3.7,5.41,4.64,4.47,3.05,5.5,3.35,89.89,1,89.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.89,1,0,0,0,0,2.98,38.36,30.41,72.8,30.41,65.16,30.89,62.85,30.77,74.44,42.19,31.6,False
15/03/17 18,4.09,5.41,4.28,3.12,2.42,5.5,4.19,89.67,1,89.69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.36,1,0,0,0,0,2.98,38.47,30.41,72.22,30.41,63.12,31.08,62,30.96,72.95,42.41,31.6,False
15/03/17 19,4.47,5.01,3.91,2.96,1.76,5.5,4.66,90.24,1,90.26,1,0,0,0,0,0,0,0,0,50.73,1,0,0,0,0,32.99,1,0,0,0,0,2.98,38.17,27.97,71.99,27.92,83.81,30.87,60.67,30.75,70.45,42.16,29.35,False
15/03/17 20,4.47,4.47,3.55,2.7,1.77,5.5,4.4,113.09,1,0,0,0,0,0,0,0,0,0,0,50.25,1,36.06,1,0,0,30.95,1,0,0,0,0,2.99,25.71,27.46,71.87,27.42,84.27,22.08,82.2,21.97,68.85,38.27,28.84,False
15/03/17 21,4.32,3.94,3.19,2.71,2.2,5.5,4.16,113.76,1,0,0,0,0,0,0,0,0,0,0,50.22,1,36.23,1,0,0,30.55,1,0,0,0,0,2.99,25.33,26.93,68.43,26.89,83.81,21.76,81.57,21.65,69.88,37.92,28.31,False
15/03/17 22,4.14,3.22,3.16,2.58,2.49,5.5,4.24,113.28,1,0,0,0,0,35.68,1,0,0,0,0,48.8,1,36.36,1,0,0,30.83,1,0,0,0,0,2.99,25.6,22.86,83.78,22.94,82.58,21.85,81.42,21.74,69.03,38.08,24.65,False
15/03/17 23,4.01,2.33,3.47,2.34,2.71,5.5,4.09,113.68,1,0,0,0,0,33.77,1,0,0,0,0,48.57,1,36.05,1,0,0,30.37,1,0,0,0,0,2.99,25.37,22.22,86.39,22.28,82.35,21.82,81.94,21.71,70.51,37.87,23.98,False
16/03/17 00,3.87,1.46,3.88,2.14,3,5.5,4.32,112.94,1,0,0,0,0,34.13,1,0,0,0,0,47.52,1,35.21,1,0,0,30.75,1,0,0,0,0,2.99,25.8,21.43,84.99,21.49,83.48,22.23,83.84,22.12,69.68,38.14,23.18,False
16/03/17 01,3.81,0.6,4.23,2.39,3.55,5.5,4.31,113.05,1,0,0,0,0,31.81,1,0,0,0,0,47.25,1,35.05,1,0,0,30.16,1,0,0,0,0,2.99,25.73,20.86,88.15,20.92,83.39,22.35,84.23,22.24,71.73,38.08,22.58,False
16/03/17 02,3.46,0.48,4.71,2.65,3.91,5.5,4.72,116.52,1,0,0,0,0,33.08,1,0,0,0,0,48.33,1,0,0,0,0,30.13,1,0,0,99.95,1,2.99,23.75,25.22,90.51,25.28,85.79,27.32,64.29,27.22,76.79,28.24,27.34,False
16/03/17 03,3.24,0.7,5.22,3.13,3.39,5.3,4.06,115.2,1,0,0,0,0,32.21,1,0,0,0,0,47.48,1,0,0,0,0,0,0,0,0,103.17,1,2.99,24.51,25.62,92.29,25.67,87.75,30.36,64.09,30.36,60.04,28.65,27.75,False
16/03/17 04,3.12,1.14,5.18,3.88,2.94,5.03,2.94,114.73,1,0,0,0,0,0,0,0,0,0,0,47.71,1,0,0,0,0,0,0,0,0,93.86,1,2.99,24.78,27.52,76.74,27.48,89.14,30.51,63.63,30.51,58.27,30.12,29.22,False
16/03/17 05,2.96,1.6,5,4.66,2.48,5.14,2.95,115.32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.11,1,0,0,71.05,1,2.99,24.44,30.05,74.75,30.05,70.2,27.63,63.26,27.51,70.4,32.35,31.45,False
16/03/17 06,2.82,2.34,4.71,3.97,2.05,5.46,3.6,115.84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.09,1,0,0,65.81,1,2.99,24.14,30.33,74.74,30.33,66.3,27.35,62.58,27.23,70.18,32.6,31.7,False
16/03/17 07,2.67,3.02,4.43,2.81,1.56,5.5,4.36,115.95,1,0,0,0,0,0,0,0,0,0,0,49.44,1,0,0,0,0,30.9,1,0,0,79.3,1,2.99,24.08,28.53,73.64,28.49,86.91,27.39,62.52,27.28,74.33,31.05,30.15,False
16/03/17 08,2.44,3.3,4.12,3.34,2.02,5.42,4.47,117.84,1,0,0,0,0,0,0,0,0,0,0,50.64,1,37.38,1,0,0,0,0,0,0,70.75,1,2.99,22.99,28.44,69.87,28.4,84.48,25.47,83.11,25.47,56.2,30.92,30.02,False
16/03/17 09,2.16,3.5,3.67,3.18,2.4,4.98,2.43,120.28,1,0,0,0,0,0,0,0,0,0,0,50.29,1,34.5,1,0,0,30.54,1,0,0,56.63,1,2.99,21.59,28.35,71.24,28.31,85.08,18.26,81.09,18.15,66.41,30.76,29.86,False
16/03/17 10,1.75,3.55,3.29,3.26,2.78,5.08,2.28,120.29,1,0,0,0,0,0,0,0,0,0,0,50.73,1,34.54,1,0,0,30.42,1,0,0,55.44,1,2.99,21.58,28.39,70.14,28.34,84.24,18.23,81,18.13,66.77,30.79,29.89,False
16/03/17 11,1.36,3.51,3.1,3.03,3.1,5.23,2.31,119.58,1,0,0,0,0,36.06,1,0,0,0,0,49.68,1,34.56,1,0,0,30.31,1,0,0,63.38,1,2.99,21.99,27.49,87.73,27.56,85.52,18.66,81.38,18.55,67.56,30.36,29.46,False
16/03/17 12,1.04,3.27,3.55,3.3,3.42,5.43,2.58,121.3,1,0,0,0,0,35.48,1,0,0,0,0,49.62,1,33.83,1,0,0,30,1,0,0,57.66,1,2.99,20.99,27.07,88.34,27.14,85.22,17.82,81.76,17.71,67.7,29.91,29.01,False
16/03/17 13,0.86,3.12,4.01,3.47,3.84,5.5,3.01,98.27,1,98.29,1,0,0,35.49,1,0,0,0,0,49.61,1,34.35,1,0,0,30.43,1,0,0,77.56,1,2.97,33.9,27.46,88.7,27.53,85.63,19.41,82.48,19.3,67.92,30.4,29.5,False
16/03/17 14,0.86,3.05,4.47,3.68,3.68,5.5,2.99,98.3,1,98.32,1,0,0,35.19,1,0,0,0,0,50.15,1,0,0,0,0,30.6,1,0,0,78.79,1,2.97,33.88,27.4,89.17,27.47,84.52,25.95,62.03,25.84,73.88,30.35,29.45,False
16/03/17 15,0.92,2.99,4.94,3.51,2.84,5.5,3.9,98.11,1,98.13,1,0,0,35.33,1,0,0,0,0,49.6,1,0,0,0,0,31.34,1,0,0,80.09,1,2.97,33.99,27.36,88.88,27.43,85.54,25.95,62.35,25.83,71.4,30.31,29.41,False
16/03/17 16,0.99,2.99,5.23,3.7,2.17,5.5,4.25,97.87,1,97.89,1,0,0,0,0,0,0,0,0,49.97,1,0,0,0,0,31.42,1,0,0,76.63,1,2.97,34.12,28.37,72.46,28.33,85.73,26.06,61.16,25.95,71.24,30.88,29.98,False
16/03/17 17,1.06,3.27,4.83,3.84,1.54,5.5,4.48,98.26,1,98.28,1,0,0,0,0,0,0,0,0,49.62,1,35.16,1,0,0,29.33,1,0,0,73.07,1,2.97,33.91,28.53,73.17,28.49,86.56,19.57,81.27,19.47,71.6,31.02,30.12,False
16/03/17 18,1.01,3.51,4.48,4.15,2,5.41,4.39,97.54,1,97.56,1,0,0,0,0,0,0,0,0,49.6,1,36.98,1,0,0,0,0,0,0,74.29,1,2.97,34.29,28.82,72.03,28.78,86.9,25.43,83.81,25.43,58.46,31.31,30.41,False
16/03/17 19,1.11,3.77,4.1,4.47,2.5,5.06,2.8,98.13,1,98.15,1,0,0,0,0,0,0,0,0,50.21,1,37.03,1,0,0,0,0,0,0,71.03,1,2.97,33.97,28.94,68.84,28.9,85.83,25.25,83.55,25.25,55.61,31.42,30.52,False
16/03/17 20,1.04,3.98,3.61,4.44,2.85,5.13,2.55,98.63,1,98.65,1,0,0,0,0,0,0,0,0,49.97,1,34.9,1,0,0,30.57,1,0,0,67.07,1,2.97,33.7,29.04,71.04,29,86.4,19.12,81.26,19.01,67.15,31.5,30.6,False
16/03/17 21,0.98,4.36,3.23,3.62,3.16,5.3,2.62,98.12,1,98.14,1,0,0,0,0,0,0,0,0,0,0,34.4,1,0,0,30.65,1,0,0,50.49,1,2.97,33.98,31.2,68.95,31.2,59,19.34,82.34,19.23,67.12,33.4,32.5,False
16/03/17 22,0.93,4.6,3,2.64,3.61,5.44,2.64,99.08,1,99.1,1,0,0,37.26,1,0,0,0,0,51,1,34.52,1,0,0,30.59,1,0,0,65.14,1,2.97,33.46,28.52,86.6,28.6,83.96,18.94,81.73,18.83,66.92,31.43,30.53,False
16/03/17 23,0.81,4.36,3.41,2.48,3.91,5.5,2.64,99.02,1,99.04,1,0,0,36.8,1,0,0,0,0,51.06,1,34.66,1,0,0,30.24,1,0,0,66.59,1,2.97,33.5,28.35,87.28,28.42,83.67,18.98,81.53,18.87,68.11,31.26,30.36,False
17/03/17 00,0.79,4.15,3.84,2.26,3.44,5.5,2.78,98.6,1,98.62,1,0,0,36.62,1,0,0,0,0,50.42,1,0,0,0,0,31.14,1,0,0,70.06,1,2.97,33.72,28.28,87.52,28.35,84.86,25.73,63.48,25.61,71.86,31.2,30.3,False
17/03/17 01,0.84,3.98,4.26,2.48,2.86,5.5,3.39,97.66,1,97.68,1,0,0,34.35,1,0,0,0,0,49.29,1,0,0,0,0,30.88,1,0,0,74.42,1,2.97,34.23,28.32,91.52,28.38,87.1,26.14,62.72,26.03,73.15,31.21,30.31,False
17/03/17 02,0.96,3.89,4.8,3.09,2.24,5.5,4.12,96.79,1,96.81,1,0,0,34.23,1,0,0,0,0,48.74,1,0,0,0,0,30.31,1,0,0,78.91,1,2.98,34.7,28.3,91.69,28.36,88.11,26.64,62.51,26.53,75.53,31.21,30.31,False
17/03/17 03,1.15,3.87,5.33,3.78,1.7,5.41,4.37,95.36,1,95.38,1,0,0,0,0,0,0,0,0,48.61,1,0,0,0,0,0,0,0,0,81.53,1,2.98,35.46,29.52,76.27,29.48,89.47,29.96,62.14,29.96,60.25,32.05,31.15,False
17/03/17 04,1.38,4.21,5.11,4.43,1.91,5.14,3.22,95.1,1,95.12,1,0,0,0,0,0,0,0,0,0,0,36.49,1,0,0,0,0,0,0,62.35,1,2.98,35.6,31.93,76.57,31.93,70.21,26.74,86.02,26.74,58.92,34.18,33.28,False
17/03/17 05,1.57,4.85,4.92,3.79,2.64,5.08,2.78,95.27,1,95.29,1,0,0,0,0,0,0,0,0,0,0,34,1,0,0,30.05,1,0,0,57.49,1,2.98,35.51,32.19,75.56,32.19,67.33,21.11,84.79,21.01,70.84,34.42,33.52,False
17/03/17 06,1.7,5.37,4.68,3.15,3.41,5.45,3.72,97.04,1,97.06,1,0,0,0,0,0,0,0,0,50.19,1,33.89,1,0,0,30.59,1,0,0,64.63,1,2.97,34.56,30.36,72.42,30.32,87.3,20.38,84.22,20.27,68.35,32.81,31.91,False
17/03/17 07,1.72,5.43,4.3,3.63,4.08,5.5,4.04,89.87,1,89.88,1,0,0,0,0,0,0,0,0,49.55,1,0,0,0,0,31.79,1,0,0,0,0,2.98,38.37,28.48,72.73,28.44,86.66,30.08,64.19,29.97,73.97,41.76,29.85,False
17/03/17 08,2.21,4.91,3.95,3.99,3.51,5.5,4.73,92.61,1,92.63,1,0,0,0,0,0,0,0,0,50.1,1,0,0,0,0,31.61,1,0,0,0,0,2.98,36.92,27.91,70.53,27.87,85.02,28.98,63.1,28.86,73.51,40.21,29.29,False
17/03/17 09,2.68,4.37,3.53,3.88,2.85,5.17,3.25,90.47,1,90.49,1,0,0,0,0,0,0,0,0,49.46,1,0,0,0,0,0,0,0,0,0,0,2.98,38.05,27.43,70.99,27.39,85.78,33.28,62.06,33.28,55.03,41.97,28.8,False
17/03/17 10,3.1,3.85,3.14,4.06,2.13,5.03,2.25,91.8,1,91.82,1,0,0,0,0,0,0,0,0,48.98,1,0,0,0,0,32.86,1,0,0,0,0,2.98,37.35,26.94,69.68,26.9,86.2,29.56,60.99,29.43,69.63,40.9,28.31,False
17/03/17 11,3.44,3.1,3.28,4.29,1.36,5.33,2.8,92.91,1,92.92,1,0,0,33.04,1,0,0,0,0,47.71,1,36.07,1,0,0,31.28,1,0,0,0,0,2.98,36.77,23.17,88.52,23.23,84.89,21.98,82.08,21.86,67.62,40.02,24.91,False
17/03/17 12,3.61,2.24,3.76,4.38,1.83,5.5,2.86,92.34,1,92.36,1,0,0,32.4,1,0,0,0,0,47.46,1,36,1,0,0,30.56,1,0,0,0,0,2.98,37.07,22.42,88.78,22.48,84.58,22.54,82.75,22.43,70.59,40.39,24.14,False
17/03/17 13,3.81,1.4,4.25,4.4,2.32,5.5,3.31,90.97,1,90.99,1,0,0,33.48,1,0,0,0,0,47.04,1,36.15,1,0,0,31.58,1,0,0,0,0,2.98,37.79,21.5,86.13,21.56,84.41,23,82.96,22.88,67.61,41.21,23.23,False
17/03/17 14,4.07,0.55,4.62,4.43,2.77,5.5,2.98,91.9,1,91.92,1,0,0,32.15,1,0,0,0,0,46.23,1,35.77,1,0,0,30.77,1,0,0,0,0,2.98,37.3,20.89,87.65,20.94,85.21,22.95,83.59,22.84,70.32,40.77,22.59,False
17/03/17 15,3.88,1.03,5.11,3.5,3.26,5.5,3.32,95.94,1,95.96,1,0,0,35.26,1,0,0,0,0,0,0,35.21,1,0,0,30.57,1,0,0,92.5,1,2.98,35.15,28.14,89.8,28.25,64.89,21.64,83.26,21.53,69.69,30.77,29.87,False
17/03/17 16,3.68,1.56,5.07,3.21,3.72,5.5,3.53,96,1,96.02,1,0,0,0,0,0,0,0,0,49.94,1,34.97,1,0,0,30.5,1,0,0,94.22,1,2.98,35.12,27.82,72.46,27.78,85.24,21.62,83.64,21.51,69.87,30.43,29.53,False
17/03/17 17,3.57,2.03,4.68,3.37,3.73,5.5,3.79,95.2,1,95.21,1,0,0,0,0,0,0,0,0,49.82,1,0,0,0,0,31.36,1,0,0,94.48,1,2.98,35.55,28.31,73.07,28.27,85.96,28.55,63.83,28.44,73.92,30.93,30.03,False
17/03/17 18,3.59,2.5,4.33,3.64,3.16,5.5,4.54,95.36,1,95.38,1,0,0,0,0,0,0,0,0,49.88,1,0,0,0,0,31.75,1,0,0,91.87,1,2.98,35.47,28.61,72.56,28.57,86.14,28.46,62.32,28.35,72.48,31.22,30.32,False
17/03/17 19,3.63,2.94,3.97,3.89,2.43,5.38,4.2,95.43,1,95.45,1,0,0,0,0,0,0,0,0,50.69,1,0,0,0,0,0,0,0,0,90.4,1,2.98,35.42,28.92,72.43,28.88,84.87,31.27,61.27,31.27,57.43,31.52,30.62,False
